Placename@tr	Lead entry?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Sequence	Unit	StartDate	StartPeriod	EndDate	UnitNotes	belongsTo4	belongsTo3	belongsTo2	belongsTo1	belongsTo1_code
														2	Kaza	1886	http://n2t.net/ark:/99152/p0pf2qbx98x	1928	 	 	 	 	Müstakil Biga Sancağı	 
														3	Kaza	1928	Turkish Republic	 	 	 	 	 	Çanakkale	 
Ayvacık Ve Bahçeci̇k Ve Yeni̇köy	y	5259	آيواجق وباغچه جک ويگی کوی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Kocaeli	Hudavendigâr eyâleti	133
Ayvalı	y	10149	آيوالی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Lâdik	Amasya	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Merkez	Lâdik	Samsun	 
Ayvalıdere	y	5260	آيوالی دره								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1834	http://n2t.net/ark:/99152/p0pf2qbzg6v	1855	 	 	 	Maadin	Harput eyâleti	130
														2	Nahiye	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	Erganimadeni	Erganimadeni	Diyarbakır eyâleti	 
Ayvalık	y	5261	آيوالق	Kidonya							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Karesi	Hudavendigâr vilâyeti	133
														2	Kaza	1924	Turkish Republic	 	 	 	 	 	Balıkesir	 
Ayvalık Maa Kâfi̇r Ağılı	y	1044	آيوالق مع کافرآغيلی								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1845	http://n2t.net/ark:/99152/p0pf2qb8jmh	1847	 	 	 	 	Saruhan eyâleti	 
														2	Sancak	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	 	Hudavendigâr eyâleti	 
Ayvalı	n	5262	آيوالی	KULUNCAK							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1520	http://n2t.net/ark:/99152/p0pf2qb689b	1865	 	 	Darende	Divriği-Darende	Rum eyâleti	155
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Darende	Sivas	Sivas vilâyeti	 
														3	Nahiye	1924	Turkish Republic	1934	 	 	 	Darende	Sivas	 
														4	Nahiye	1934	Turkish Republic	 	 	 	 	Darende	Malatya	 
Ayvasi̇l	y	20066	آيواسيل								http://www.geonames.org/ontology#A.ADMD	Not		1	Kaza	 	 	 	 	 	İsfakya	Girit	Yunanistan	 
Ayvasi̇l	y	5263	آيواسيل								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Ordu	Trabzon eyâleti	171
Ayyani̇	y	20067	آی يانی								http://www.geonames.org/ontology#A.ADMD	Not		1	Nahiye	 	 	 	 	 	İsfakya	Girit	Yunanistan	 
Azak	y	1045	آزاق	Azof							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1656	http://n2t.net/ark:/99152/p0pf2qbk5vq	1696	 	 	 	 	Kefe eyâleti	143
														2	Sancak	1696	http://n2t.net/ark:/99152/p0pf2qb3qgh	1713	 	 	 	 	Rusya yönetimi	 
														3	Sancak	1713	http://n2t.net/ark:/99152/p0pf2qbv754	1736	 	 	 	 	Osmanlı yönetimi	 
														4	Sancak	1736	http://n2t.net/ark:/99152/p0pf2qbhtsm	 	 	 	 	 	Rusya yönetimi	 
Azakpert	y	10150	آزاقپرت								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	1936	 	Adaklı	Kiğı	Erzurum	Erzurum vilâyeti	125
														2	Nahiye merkezi	1936	Turkish Republic	 	 	 	Adaklı	Kiğı	Bingöl	 
Azdavay	y	5264	آزطاوای	Çarşamba							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1811	http://n2t.net/ark:/99152/p0pf2qbzg6v	1865	 	 	 	Viranşehir	Kastamonu eyâleti	141
														2	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1946	 	 	Daday	Kastamonu	Kastamonu vilâyeti	 
														3	Kaza	1946	Turkish Republic	 	 	 	 	 	Kastamonu	 
Azeri̇ye	y	7811	عازريه											1	Köy	 	 	 	Hristiyanlık tarihinde önemli bir köydür. Hz. İsa’nın diriltme mucizesi gösterdiği Azer’in Kabrine izafeten bu adı almıştır. İncildeki adı “Bethanie”dir	 	 	Kudüs	Filistin	 
Aziziye	n	1551	عزيزيه	PINARBAŞI						1928’de Pınarbaşı oldu.	http://www.geonames.org/ontology#A.ADMD			1	Kaza	1861	http://n2t.net/ark:/99152/p0pf2qbtdts	1862	 	 	 	Sivas	Sivas eyâleti	166
														2	Sancak	1862	http://n2t.net/ark:/99152/p0pf2qbtdts	1865	 	 	 	 	Bozok eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1927	 	 	 	 	Sivas vilâyeti	 
														4	Kaza	1927	Turkish Republic	 	 	 	 	 	Kayseri	 
Azi̇zi̇ye	y	1046	عزيزيه	Kal’atüşşamar							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1867	 	 	 	 	Bağdad eyâleti	106
														2	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Bağdad vilâyeti	Irak	 
Azi̇zi̇ye	y	5266	عزيزيه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Trablusgarb	Libya	 
Azkar	y	5267	ازکار								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Fizan	Trablusgarb vilâyeti	170
														2	Kaza	 	 	 	 	 	 	Fizan	Libya	 
Aznavur Maa Alyan	y	5268	آزناورمع آليان								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	Alyan=Oyalı halen İdil’e bağlı nahiye, Aznavur 1928’de Nusaybin’e bağlı köy, şimdiki adı ve yeri bulunamadı.	 	 	Mardin	Diyarbakır eyâleti	121
Ba‘lbek	y	5269	بعلبک								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1520	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	Şam	Şam eyâleti	159
														2	Kaza	 	 	 	 	 	 	 	Şam	 
Ba’kuba	y	10153	بعقوبا								http://www.geonames.org/ontology#P.PPLG			1	Kaza merkezi	 	 	 	 	 	 	Tarîk-ı Horasan	Bağdad	 
														2	Kaza merkezi	 	 	 	 	 	Tarîk-ı Horasan	Bağdad	Irak	 
Bâb	y	5270	باب	Bâb-ı Cubûl							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1520	 	 	 	Halep	Arap vilâyeti	103
														2	Nahiye	1520	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	Halep	Halep eyâleti	 
														3	Kaza	 	 	 	 	 	 	Halep	Suriye	 
Babadağ	y	15306	باباطاغ	Kadıköy							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Sarayköy	Denizli	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Denizli	 
Babadağ	y	5271	باباطاغ								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1812	http://n2t.net/ark:/99152/p0pf2qbzg6v	1864	 	 	 	Tulca	Silistre eyâleti	164
														2	Kaza	1864	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Tulca	Tuna vilâyeti	 
														3	Kasaba	 	 	 	 	 	 	 	Romanya	 
Babaeski̇	y	5272	بابااسکی	Eskibaba		Baba-yı atik					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1891	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	 	Kırkkilise	Edirne vilâyeti	122
														2	Kaza	1924	Turkish Republic	 	 	 	 	 	Kırklareli	 
Babapi̇lavi̇	y	5273	باباپلاوی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1852	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Hanikin	Bağdad maa Şehrizor eyâleti	107
Babarun	y	5274	بابارون								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	 	 	 	 	Tarsus	Arap vilâyeti	103
Babatorun	y	5275	باباطورون								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Altınözü	Hatay	 
Babi̇l	y	10154	بابل								http://www.geonames.org/ontology#P.PPLG			1	Antik şehir	 	 	 	 	 	 	Bağdad	Irak	 
Babna	y	10155	بابنا								http://www.geonames.org/ontology#P.PPLG			1	Kaza merkezi	 	 	 	 	 	Sahyun	Lazkiye	Beyrut	 
Baboka	y	1047	بابوقه	Babocsa							http://www.geonames.org/ontology#A.ADMD			1	Sancak	 	 	 	 	 	 	 	Zigetvar eyâleti	 
														2	Sancak	 	 	 	 	 	 	 	Macaristan	 
Babsa	n	5276	بابصه	İKİZÖREN							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Yapraklı	Çankırı	 
Babsu	n	10156	بابصو	UYANIK							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Koçkiri	Sivas	Sivas vilâyeti	166
														2	Köy	 	 	 	 	 	Merkez	İmranlı	Sivas	 
Babülebvab	y	20006	باب الابواب	Demirkapı							http://www.geonames.org/ontology#P.PPLG	Not	https://www.wikidata.org/wiki/Q4828406	1	Şehir	 	 	 	 	 	 	Kafkasya	Rusya	 
Bacakoğlu	y	10157	بجاق اوغلی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Saraycık	Gümüşhacıköy	Amasya	 
Baci̇l	y	5277	باجل								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1871	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Hudeyde	Yemen vilâyeti	181
Bacı	n	5278	باجی	BACIKÖY							http://www.geonames.org/ontology#A.ADMD			1	Kaza	15. yy.	http://n2t.net/ark:/99152/p0pf2qbcrrw	16. yy.	 	 	 	Ankara	Anadolu eyâleti	101
														2	Köy	 	 	 	 	 	Temelli	Polatlı	Ankara	 
Baçka	y	1048	بچقه								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1596	http://n2t.net/ark:/99152/p0pf2qb5mst	1687	 	 	 	 	Eğri eyâleti	 
														2	Sancak	1687	http://n2t.net/ark:/99152/p0pf2qbdpp2	 	 	 	 	 	Yugoslavya	 
Baçuvanlu	y	1049	باچوانلو	Baçuvan							http://www.geonames.org/ontology#A.ADMD			1	Sancak	~1600	http://n2t.net/ark:/99152/p0pf2qb5mst	 	 	 	 	 	Musul eyâleti	152
														2	Nahiye	 	 	 	 	 	 	Musul	Van	 
Bademli̇	y	5279	بادملی	Bademiye							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1924	 	 	Tire	Aydın	Anadolu eyâleti	101
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Ödemiş	İzmir	 
Baf	y	1050	باف	Paphos							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1571	http://n2t.net/ark:/99152/p0pf2qb8jrp	1608	 	 	 	 	Kıbrıs eyâleti	 
														2	Sancak	1608	http://n2t.net/ark:/99152/p0pf2qbv3zv	 	 	 	 	 	Kaptanpaşa eyâleti	 
														3	Kasaba	 	 	 	 	 	 	 	Kıbrıs	 
Bafa	n	7812	بافه	ÇAMİCİ										1	Kasaba	 	 	 	 	 	Selimiye	Milâs	Muğla	 
Bafra	y	5280	بافره	Güründür pazarı							http://www.geonames.org/ontology#A.ADMD			1	Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	17. yy.	 	 	 	Canik	Rum eyâleti	155
														2	Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	18. y.y.	 	 	 	Canik	Sivas eyâleti	 
														3	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924	 	 	 	Canik	Trabzon eyâleti	 
														4	Kaza	1924	Turkish Republic	 	 	 	 	 	Samsun	 
Bağarası	y	5281	باغ آراسی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Söke	Aydın	 
Bagaya	y	10158	باغايه								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q2879031	1	Şehir	 	 	 	 	 	 	 	Cezayir	 
Bağcılar	y	5282	باغجيلر								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1990	Turkish Republic	 	 	 	 	 	İstanbul	 
Bağdad	y	106	باغداد								http://www.geonames.org/ontology#A.ADMD			1	Eyâlet	1534	http://n2t.net/ark:/99152/p0pf2qb689b	1623	 	 	 	 	Bağdad eyâleti	106
														2	Eyâlet	1623	http://n2t.net/ark:/99152/p0pf2qbnnn2	1638	 	 	 	 	İran	 
														3	Eyâlet	1638	http://n2t.net/ark:/99152/p0pf2qbnnn2	1831	 	 	 	 	Bağdad eyâleti (Osm.)	 
														4	Eyâlet	1831	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867	 	 	 	 	Bağdad eyâleti	 
														5	Vilâyet	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	 	Bağdad vilâyeti	 
														6	Başşehir	 	 	 	 	 	 	 	Irak	 
Bağdad	y	10159	باغداد								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q1530	1	 	 	 	 	 	 	 	 	 	 
Bağdad Maa Şehri̇zor	y	107	باغداد مع شهرزور								http://www.geonames.org/ontology#A.ADMD			1	Eyâlet	1779	http://n2t.net/ark:/99152/p0pf2qbv3ff	 	 	 	 	 	Bağdad-Şehrizor eyâleti	 
Bağdadcık	y	10160	باغدادجق								http://www.geonames.org/ontology#P.PPLG			1	Kasaba	 	 	 	 	 	 	 	Kafkasya	 
														2	Kasaba	 	 	 	 	 	 	Ahiska	Gürcistan	 
Bağdere	y	10161	باغدره	Başnik							http://www.geonames.org/ontology#P.PPLG			1	Köy	 	 	 	 	 	Hazro	Silvan	Diyarbakır vilâyeti	121
														2	Nahiye	 	 	 	 	 	 	Silvan	Diyarbakır	 
Bağdi̇n-i̇ Sagi̇r	y	10162	باغدين صغير								http://www.geonames.org/ontology#P.PPLG			1	Kaza merkezi	 	 	 	 	 	 	Pazarcık	Maraş	 
Bağgöze	y	5283	باغ کوزه	Lodi	لودی	Aynî					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1880	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Eruh	Siirt	Bitlis vilâyeti	110
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Eruh	Siirt	 
Bağkonak	y	5284	باغ قوناق	Örkenez							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Yalvaç	Isparta	 
Bağlıca	y	15023	باغليجه	Aşağımestikan							http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye merkezi	 	 	 	 	 	Kale	Merkez	Malatya	 
Bağlıca	y	10164	باغليجه	Hüseyni	حسينی	Sihiyan					http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1880	http://n2t.net/ark:/99152/p0pf2qbx98x	1938	 	 	Merkez	Siirt	Bitlis vilâyeti	110
														2	Nahiye	1938	Turkish Republic	 	 	 	 	Kurtalan	Siirt	 
Bağlum	y	15024	باغلوم								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Merkez	Ankara	 
														2	Nahiye	~1990	Turkish Republic	 	 	 	 	Keçiören	Ankara	 
Bagobi̇t	y	368	باغوبيت								http://www.geonames.org/ontology#A.ADMD			1	Vilâyet	 	 	 	Nahiye statüsünde	 	Arhavi	Trabzon	Rum eyâleti	155
Bagodi̇ne	y	5285	باغودينه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1812	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867	 	 	 	 	Sırp eyâleti	165
														2	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	 	Yugoslavya	 
Bağovası	y	5286	باغ اوه سی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Köylerinin bir kısmı halen Kaş ve Korkuteli ilçelerinde	 	 	Teke	Anadolu eyâleti	101
Bağpınar	y	10165	باغپيگار	Çalgan							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1883	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Hısnımansur	Malatya	Mamûretülaziz vilâyeti	147
														2	Nahiye	1924	Turkish Republic	1954	 	 	 	Adıyaman	Malatya	 
														3	Nahiye	1954	Turkish Republic	 	 	 	 	Merkez	Adıyaman	 
Baharlı	y	10166	بهارلی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Diyarbakır	Diyarbakır vilâyeti	121
														2	Köy	 	 	 	 	 	Merkez	Bismil	Diyarbakır	 
Baharözü	y	5287	بهاراوزی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	1328’de Deliilyas nahiyesinde köy. Şimdiki durumu tesbit edilemedi.	 	Tonus	Sivas	Sivas vilâyeti	166
Bahçe	y	5288	باغچه	Bulanık							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	 	Cebelibereket	Adana vilâyeti	100
														2	Kaza	1924	Turkish Republic	1933	 	 	 	 	Cebelibereket vilâyeti	 
														3	Kaza	1933	Turkish Republic	1996	 	 	 	 	Adana	 
														4	Kaza	1996	Turkish Republic	 	 	 	 	 	Osmaniye	 
Bahçeci̇k	y	10167	باغچه جک								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1889	http://n2t.net/ark:/99152/p0pf2qbx98x	~1990	 	 	Palu	Erganimadeni	Diyarbakır	 
														2	Köy	~1990	Turkish Republic	 	 	 	Merkez	Karakoçan	Elâzığ	 
Bahçeci̇k	y	10168	باغچه جک								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Merkez	İzmit	Şehremâneti	 
Bahçeli̇evler	y	5289	باغچه لی اولر								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1990	Turkish Republic	 	 	 	 	 	İstanbul	 
Bahçesaray	y	15307	باغچه سرای	Müküs							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1924	Turkish Republic	~1990	 	 	 	Gevaş	Van	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Van	 
Bahçesaray	y	10169	باغچه سرای								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q158604	1	Şehir	 	 	 	Eski Kırım Hanlığının merkezi idi.	 	 	Kırım	Rusya Ukrayna	 
Bahemdan	y	5290	باحمدان	Hamzalı		Şeyhhamza					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Kulp	Diyarbakır	 
Bahıms	n	10170	باخمس	YALINKAVAK							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Beşiri	Diyarbakır	Diyarbakır vilâyeti	121
														2	Köy	 	 	 	 	 	Oğuz	Beşiri	Siirt	 
Bahrulebyaz	y	5291	بحرالابياض	Tevfikiye							http://www.geonames.org/ontology#A.ADMD			1	Müdiriyet	 	 	 	 	 	 	 	Mısır	 
														2	Müdiriyet	 	 	 	 	 	 	 	Sudan	 
Bahrulgazel	y	5292	بحرالغزل	Bahr el Ghazal		Mesrerrek					http://www.geonames.org/ontology#A.ADMD			1	Müdiriyet	 	 	 	 	 	 	 	Mısır	 
														2	Müdiriyet	 	 	 	 	 	 	 	Sudan	 
Bahşi̇li̇	y	15521	بخشيلی									Republic of Turkey		1	Kasaba	 	 	~1990	 	 	Merkez	Kırıkkale	Ankara	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Kırıkkale	 
Bahti̇k	y	5293	باحتک								http://www.geonames.org/ontology#A.ADMD			1	Kaza	19. yy.	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Diyarbakır	Diyarbakır eyâleti	121
Bajirge	n	5294	باجرکه	ESENDERE							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	1926	 	 	Gevar	Hakkâri	Van vilâyeti	175
														2	Nahiye	1926	Turkish Republic	 	 	 	 	Yüksekova	Hakkâri	 
Bakacak	y	5295	باقه جق								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Biga	Çanakkale	 
Bakırçayı	y	10171	باقرچايی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Merkez	Balıkesir	Hudavendigâr vilâyeti	133
Bakırdağı	y	5296	باقرطاغی	Taşçı							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Develi	Kayseri	 
Bakırköy	y	5297	باقرکوی	Makriköy							http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	 	İstanbul	 
Bakırküresi	n	5298	باقرکوره سی	Küre-i nühas		KÜRE					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1926	 	 	İnebolu	Kastamonu	Kastamonu vilâyeti	141
														2	Kaza	1926	Turkish Republic	 	 	 	 	 	Kastamonu	 
Baklan	y	5299	بقلان	Dedeköy							http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1841	 	 	 	Kütahya	Anadolu eyâleti	101
														2	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1867	 	 	 	Karahisar-ı Sahib	Hudavendigâr eyâleti	 
														3	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Çal	Denizli	Aydın vilâyeti	 
														4	Nahiye	1924	Turkish Republic	~1990	 	 	 	Çal	Denizli	 
														5	Kaza	~1990	Turkish Republic	 	 	 	 	 	Denizli	 
Bakras	y	5300	باقراص								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	 	 	 	 	Halep	Arap vilâyeti	103
Bakras	n	7813	باقراص	ÖTENÇAY										1	Köy	 	 	 	 	 	Belen	İskenderun	Hatay	 
														2	Mahalle	 	 	 	 	 	 	Belen	Hatay	 
Bakras Maa Belen	y	5301	باقراص مع بيلان								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Belen	Adana vilâyeti	100
Baksbudrug	y	20068	باقس بودروغ								http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	Kontluk	 	 	 	Macaristan	 
Bakü	y	369	باکو								http://www.geonames.org/ontology#A.ADMD			1	Eyâlet	1583	http://n2t.net/ark:/99152/p0pf2qbb9h8	1606	 	 	 	 	Osmanlı yönetimi	 
														2	Eyâlet	1606	http://n2t.net/ark:/99152/p0pf2qbv3zv	 	 	 	 	 	İran yönetimi	 
														3	Eyâlet	 	 	1739	 	 	 	 	Rusya yönetimi	 
														4	Eyâlet	1739	http://n2t.net/ark:/99152/p0pf2qbhtsm	1747	 	 	 	 	İran yönetimi	 
														5	Başkent	1747	http://n2t.net/ark:/99152/p0pf2qbhtsm	1806	 	 	 	 	Bakü Hanlığı	 
														6	Eyâlet	1806	http://n2t.net/ark:/99152/p0pf2qbt989	1921	 	 	 	 	Rusya	 
														7	Başkent	1921	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	 	 	Azerbaycan	 
Bâlâ	y	5302	بالا	Bâlâhisar							http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1849	http://n2t.net/ark:/99152/p0pf2qb8jmh	1867	 	 	 	Ankara	Bozok eyâleti	114
														2	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Ankara	Ankara vilâyeti	 
														3	Kaza	1924	Turkish Republic	 	 	 	 	 	Ankara	 
Balaban	y	5303	بالابان	Gerimter							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Darende	Sivas	Sivas vilâyeti	166
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Darende	Malatya	 
Balahor	n	10172	بلاخور	AKŞAR							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Bayburt	Erzurum	Erzurum vilâyeti	125
														2	Köy	 	 	 	 	 	Merkez	Bayburt	Gümüşhane	 
														3	Köy	 	 	 	 	 	 	Merkez	Bayburt	 
Balat	y	503	بلاط							Menteşe Beyliğinin de merkezi idi.	http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q2880568	1	Sancak merkezi	1426	http://n2t.net/ark:/99152/p0pf2qbkv24	 	 	 	 	Menteşe	Anadolu eyâleti	101
														2	Sancak	 	 	17. yy.	Mrk. (~1573)	 	 	Sığla	Anadolu eyâleti	 
														3	Köy	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	Akköy	Söke	Aydın	 
Balat	y	10173	بلاط								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Merkez	Karesi	Hudavendigâr vilâyeti	133
														2	Kaza merkezi	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	 	Dursunbey	Balıkesir	 
Balat	y	10174	بلاط	Balatgosça							http://www.geonames.org/ontology#P.PPLG			1	Antik kasaba	 	 	 	 	 	 	Endülüs	İspanya	 
Balat	y	7814	بلاط											1	Semt	 	 	 	 	 	 	 	İstanbul	 
Balaton	y	1051	بلاطون	Plattensee							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1600	http://n2t.net/ark:/99152/p0pf2qb5mst	 	 	 	 	 	Kanije eyâleti	136
Balcı	y	15025	بالجی								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye	1924	Turkish Republic	1933	 	 	Merkez	Aksaray	Niğde	 
														2	Nahiye	1933	Turkish Republic	1989	 	 	 	Ortaköy	Niğde	 
														3	Nahiye	1989	Turkish Republic	 	 	 	 	Ortaköy	Aksaray	 
Balçık	y	5304	بالچق								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1864	http://n2t.net/ark:/99152/p0pf2qbtdts	1908	 	 	 	Varna	Tuna vilâyeti	172
														2	Kaza	1908	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Varna	Bulgaristan	 
														3	Kasaba	 	 	 	 	 	Hacıoğlu Pazarcığı	Varna	Bulgaristan	 
Balçova	y	5305	بالچوه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1990	Turkish Republic	 	 	 	 	 	İzmir	 
