	Placename@tr	Placename@ott	Placename_2@tr	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14	wikidata_json	lat	lon
3858	KUBE	قبه							Nahiye				Beşiri	Diyarbakır	Diyarbakır vilâyeti																																																																
3859	KÜÇÜKARDAHAN	کوچک آردهان	Ardahan-ı Kuçek						Sancak	16. yy.					Kars eyâleti	Sancak	1830					Çıldır eyâleti																																																									
3860	KÜÇÜKBAHÇE	کوچک بغجه	Denizgiren						Nahiye					Karaburun	İzmir																																																																
3861	KÜÇÜKÇEKMECE	کوچک چکمجه							Sancak	1846					Edirne eyâleti	Kaza					Nevâhi-i Erbaa	Edirne eyâleti	Kaza	1878					Şehremâneti	Kaza	1909				İstanbul																																												
3862	KÜÇÜKDERE	کوچک دره	Kü.ükgorgor						Köy				Karadere	Sürmene	Trabzon	Nahiye					Sürmene	Trabzon																																																									
3863	KÜÇÜKKAYNARCA	کوچک قينارجه							Köy		Dobruca’da Silistre kentinin güney doğusundadır. Ruslarla 1774 Kü.ükkaynarca Antlaşması burada yapıldı.			Silistre	Bulgaristan																																																																
3864	KÜÇÜKKUYU	کوچک قيو							Nahiye	1924				Ezine	Çanakkale	Nahiye	1928				Ayvacık	Çanakkale																																																									
3865	KÜÇÜKSU	کوچک صو	Kotum						Nahiye					Tatvan	Bitlis																																																																
3866	KÜÇÜKVİRAN	کوچک ويران							Nahiye	1865			Eğridere	Gümülcine	Edirne vilâyeti	Nahiye	1919			Eğridere	Gümülcine	Yunanistan																																																									
3867	KUDÜS	قدس	Kuds-i Şerif						Sancak	1517					Arap vilâyeti	Sancak	1520					Şam eyâleti	Sancak	1830-1840					Mısır yönetimi	Sancak	1846				Sayda eyâleti	Eyâlet	1854-55				Kuds-i Şerif eyâleti	Sancak	1856			Sayda eyâleti	Sancak	1865			Suriye vilâyeti	Müstakil sancak	1874			Kuds-i Şerif sancağı																							
3868	KÜFE	کوفه							Nahiye	1867			Necef	Kerbelâ	Bağdad vilâyeti																																																																
3869	KÜFRE	کفره							Kaza merkezi	1884			Şirvan	Siirt	Bitlis vilâyeti	Kaza merkezi	1924				Şirvan	Siirt																																																									
3870	KÛH	کوه							Nahiye	1865			Sultanyeri	Gümülcine	Edirne vilâyeti	Nahiye	1919			Sultanyeri	Gümülcine	Yunanistan																																																									
3871	KÛH-İ KARAKUŞ	کوه قره قوش							Nahiye		Köylerinin çoğu şimdi Erbaa bölgesinde		Niksar	Sonisa-Niksar	Rum eyâleti																																																																
3872	KULA	قوله							Kaza	~1530				Kütahya	Anadolu eyâleti	Kaza	1866				Saruhan	Aydın vilâyeti	Kaza	1924					Manisa																																																		
3873	KULABOŞ	قولابوش							Sancak	1552					Tımışvar eyâleti																																																																
3874	KULELİBERGOS	قله لی برغوس							Nahiye	1865			Dimetoka	Edirne	Edirne vilâyeti	Nahiye	1919				Dimetoka	Yunanistan																																																									
3875	KULP	قولب	Pasor						Sancak	1520-1830					Diyarbakır eyâleti	Nahiye	19. yy.			Merkez	Âmid	Diyarbakır eyâleti	Kaza	1867				Diyarbakır	Diyarbakır vilâyeti	Kaza	1878			Genç	Bitlis	Kaza					Diyarbakır																																						
3876	KULU	قولو							Köy				Merkez	Cihanbeyli	Konya	Kaza	1954					Konya																																																									
3877	KULUNCAK	قولينجق	Ayvalı						Nahiye	1924				Darende	Sivas	Nahiye	1934				Darende	Malatya	Kaza	~1990					Malatya																																																		
3878	KUMARÖZÜ	قومار اوزی							Nahiye	~1530			Kırşehir	Bozok	Zülkadriye eyâleti																																																																
3879	KUMDANLI	قومدانلی	Hoyran						Nahiye	1865			Yalvaç	Hamid	Konya vilâyeti	Nahiye	1924				Yalvaç	Isparta																																																									
3880	KÜMEYT	کميت							Nahiye	1830			İmadiye	İmadiye	Bağdad eyâleti																																																																
3881	KUMKALE	قوم قلعه							Kaza	1841				Biga	Hudavendigâr eyâleti	Kasaba	1886			İntepe	Kale-i Sultaniye	Biga	Köy				İntepe	Merkez	Çanakkale																																																		
3882	KUMLU	قوملی	Hamam						Nahiye					Reyhanlı	Hatay	Kaza	~1990					Hatay																																																									
3883	KUMLUCA	قومليجه	İğdir	Sarıkavak					Nahiye	~1530			Merkez	Teke	Anadolu eyâleti	Kaza	1846				Teke	Karaman eyâleti	Nahiye	1865			Merkez	Teke	Konya vilâyeti	Nahiye	1914			Finike	Teke sancağı	Kaza	1958	İlk dönemde Kardiç=Kemer ile birlikte kaza idi.)			Antalya																																						
3884	KUMLUCA	قومليجه							Nahiye	1944				Ulus	Zonguldak	Nahiye	1991				Ulus	Bartın																																																									
3885	KUMRU	قومری	Karaçalı						Nahiye					Fatsa	Ordu	Kaza	1960					Ordu																																																									
3886	KUNEYTİRE	قنيطره	El-Kuneytire					https://www.wikidata.org/wiki/Q576368	Sancak merkezi	1859				Golan	Şam eyâleti	Kaza	1863				Şam	Şam eyâleti	Kaza	1865				Havran	Suriye vilâyeti																																																https://www.wikidata.org/wiki/Special:EntityData/Q576368.json	33.125555555556	35.823888888889
3887	KUNFUDA	قنفده							Kaza		Asir’in iskelesi			Asir	Yemen vilâyeti																																																																
3888	KÜPLÜ	کوپلی							Nahiye	1867			Merkez	Ertuğrul	Hudavendigâr	Nahiye	1924				Merkez	Bilecik																																																									
3889	KÜPLÜ	کوپلی							Nahiye					Meriç	Edirne																																																																
3890	KURÂ-YI CEDİD	قرای جديد							Nahiye	1865			Merkez	Gümülcine	Edirne	Nahiye	1919			Merkez	Gümülcine	Yunanistan																																																									
3891	Kurâ-yı Seb’a	قرای سبعه	İKİZDERE	Çağrankaya					Nahiye	1868			Merkez	Rize	Trabzon	Nahiye	1924				Merkez	Rize	Kaza	1945					Rize																																																		
3892	KÜRD	کورد							Nahiye	~1530			Merkez	Teke	Anadolu eyâleti																																																																
3893	KÜRDELAN maa ŞAT	کردلان مع شاط							Kaza	1849				Basra	Bağdad maa Şehrizor eyâleti																																																																
3894	KÜRDEŞE	کورتشه							Nahiye merkezi	1924			Kuzyaka	Merkez	Kastamonu																																																																
3895	Kürdi	کردی	Herki	MEŞELİK					Nahiye	1882			Şemdinan	Hakkâri	Van vilâyeti	Köy				Merkez	Şemdinli	Hakkâri																																																									
3896	KÜRDİ maa ÇINARE	کردی مع چناره							Nahiye	~1830			Köysancak	Kerkük	Bağdad maa Şehrizor eyâleti																																																																
3897	KÜRE	کوره	Küre-i nühas	Bakırküresi			Bölgede bulunan “Küre-i hadid” gibi diğer kürelerden ayırmak için (Küre-i nühas” veya “Bakırküresi” adları verilmiştir.)		Nahiye	~1530			İnebolu	Kastamonu	Kastamonu eyâleti	Kaza	1841				Kastamonu	Kastamonu eyâleti	Kaza	1865				Kastamonu	Kastamonu vilâyeti	Nahiye				Kastamonu	Kastamonu vilâyeti	Kaza	1926				Kastamonu																																						
3898	KÜRE	کوره							Kaza	1856				Cebel-i Lübnan	Sayda eyâleti	Kaza	1861					Cebel-i Lübnan sancağı																																																									
3899	KÜRE	کوره							Kaza	1847				Trablusşam	Sayda eyâleti																																																																
3900	KÜRE	کوره							Nahiye	1865			Aclun	Havran	Suriye vilâyeti																																																																
3901	Küre-i Hadîd	کورهء حديد	DEMİRLİ						Kaza	1841				Kastamonu	Kastamonu eyâleti	Köy				İğdir	Araç	Kastamonu																																																									
3902	KÜRE-İ ŞİMALİYE	کورهء شماليه							Nahiye	1861				Zahle	Cebel-i Lübnan sancağı																																																																
3903	KÜRE-İ VÜSTA	کورهء وسطی							Nahiye	1861				Zahle	Cebel-i Lübnan sancağı																																																																
3904	KÜRE-İ YENİŞEHİR	کورهء يکی شهر							Kaza	1811				Denizli	Aydın eyâleti																																																																
3905	KÜRECİK	کوره جک	Kepez						Nahiye					Akçadağ	Malatya																																																																
3906	KUREYBE	قريبه							Kasaba						Hadramut																																																																
3907	KUREYŞ	قريش					Eskil kazası bölgesinde cemaat adı.		Kaza	16. yy.				Konya	Karaman eyâleti																																																																
3908	KÜRKÇÜ	کورکجی							Nahiye merkezi				Sarıkavak	Mut	İçel																																																																
3909	KURNA	قورنه							Kaza	1884				Basra	Basra vilâyeti																																																																
3910	KURŞUNLU	قورشونلی	Karacaviran						Kaza	~1530				Kengırı	Anadolu eyâleti	Kaza	1849				Kengırı	Bozok eyâleti	Nahiye	1882			Çerkeş	Kengırı	Kastamonu vilâyeti	Nahiye	1912			Ilgaz	Kastamonu vilâyeti	Kaza	1944				Çankırı																																						
3911	KURŞUNLU	قورشونلی							Nahiye					Hekimhan	Malatya																																																																
3912	KURŞUNLU	قورشونلی	Koyrchounlie						Nahiye		Berlin Kongresiyle Sırbistan’a verildi				Sırbistan																																																																
3913	KURTALAN	قورد آلان	Mısrıç						Kaza		1938’de Garzan’ın adı ve Merkezi değiştirilerek yapıldı.				Siirt																																																																
3914	KURTHASANLI	قورد حسنلی							Nahiye					Kadınhanı	Konya																																																																
3915	KURTKALE	قورد قلعه							Nahiye	1926				Çıldır	Kars	Nahiye	1992				Çıldır	Ardahan																																																									
3916	KURTKULAĞI	قورد قلاغی							Kasaba				Merkez	Ceyhan	Adana																																																																
3917	KURTÖKÜZÜ	قورد اوکوزی							Nahiye		Karlıova merkez bucağı bölgesinde idi.		Merkez	Kiğı	Diyarbakır eyâleti																																																																
3918	KÜRTÜN	کورتون	Cayra	Uluköy			Yeni merkezi “Uluköy”dür. Eski merkez olan Cayra “.zkürtün” adıyla ayrı bir kasaba oldu.		Kaza	~1530				Trabzon	Rum eyâleti	Kaza	17. yy.				Gümüşhane	Trabzon eyâleti	Nahiye	1868			Torul	Gümüşhane	Trabzon vilâyeti	Nahiye	1924			Torul	Gümüşhane	Kaza	~1990				Gümüşhane																																						
3919	KURUCAŞİLE	قوريجه شيله							Nahiye					Bartın	Zonguldak	Kaza	1957					Zonguldak	Kaza	1991					Bartın																																																		
3920	KURUCAVİRAN	قوريجه ويران							Nahiye	1865			Kırcaali	Edirne	Edirne vilâyeti	Nahiye	1913				Kırcaali	Bulgaristan																																																									
3921	KURUÇAY	قوری چای	Hasanova						Nahiye	~1530			Merkez	Kemah	Rum eyâleti	Kaza					Dersim	Erzurum eyâleti	Kaza	1865				Erzincan	Erzurum vilâyeti	Nahiye	1938			İliç	Erzincan																																												
3922	KURUPINAR	قوری پيکار							Nahiye	16. yy.			Maraş	Maraş	Zülkadriye eyâleti																																																																
3923	KURZOLA	قورزوله							Ada		Adriyatik denizinde				Dalmaçya																																																																
3924	KUS	قوص							Kaza					Kına	Mısır hidiviyeti																																																																
3925	KUŞADASI	قوش آطه سی	İne						Nahiye	~1530			Ayasluğ	Aydın	Anadolu eyâleti	Kaza	~1573				Sığla	Kaptanpaşa eyâleti	Kaza	1867				İzmir	Aydın vilâyeti	Kaza	1954				Aydın																																												
3926	KÜŞAF	کشاف							Sancak	17. yy.					Şehrizor eyâleti																																																																
3927	KUSAYR	قصير							Nahiye	1517				Halep	Arap vilâyeti	Kaza	16. yy.				Halep	Halep eyâleti	Nahiye	1865			Antakya	Halep	Halep vilâyeti	Bölge		Nur dağında Kusayr yaylâsı.		Hassa	Hatay																																												
3928	KUSAYR	قصير							Sancak	16. yy.					Habeş eyâleti	Kaza	1876				Kına	Mısır eyâleti	Sancak						Mısır eyâleti	Kaza	1896			Kına	Mısır																																												
3929	KUSAYR	قصير							Nahiye				Humus	Hama	Suriye vilâyeti																																																																
3930	KUŞÇUCERİDİ	قوشجی جريدی							Kaza		Lağvedilmiş, köylerinden “Evri” Narlı bucağında, Şarkaya ve Yamaçoba Gaziantep’e bağlıdır.			Maraş	Adana eyâleti																																																																
3931	Kuşkayası	قوش قياسی	AKPINAR						Nahiye					Kangal	Sivas																																																																
