Placename@tr	Duplicate?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_start	Admin_unit_1_start_period	Admin_unit_1_stop	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_start	Admin_unit_2_start_period	Admin_unit_2_stop	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_start	Admin_unit_3_start_period	Admin_unit_3_stop	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_start	Admin_unit_4_start_period	Admin_unit_4_stop	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_start	Admin_unit_5_start_period	Admin_unit_5_stop	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_start	Admin_unit_6_start_period	Admin_unit_6_stop	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_start	Admin_unit_7_start_period	Admin_unit_7_stop	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_start	Admin_unit_8_start_period	Admin_unit_8_stop	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_start	Admin_unit_9_start_period	Admin_unit_9_stop	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_start	Admin_unit_10_start_period	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_start	Admin_unit_11_start_period	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_start	Belongs_to_14
ESENDERE		5884	اسن دره	Bajirge							http://www.geonames.org/ontology#A.ADMD			Nahiye	1888	http://n2t.net/ark:/99152/p0pf2qbx98x	1936			Gevar	Hakkâri	Van		Nahiye	1936	Turkish Republic					Yüksekova	Hakkâri																																																																						
ESENLER		5885	اسنلر								http://www.geonames.org/ontology#A.ADMD			Kaza	~1990	Turkish Republic						İstanbul																																																																																
Esesi	y	10507	عسسی	ÇATALARMUT							http://www.geonames.org/ontology#P.PPLG			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924			Merkez	Erzincan	Erzurum vilâyeti	125	Nahiye	1924	Turkish Republic					Merkez	Erzincan																																																																						
ESFAKS		7911	اسفاقس	Sfax										Kasaba								Tunus eyâleti	173																																																																															
Esirgâh		10508	اسيرکاه	DOĞANDERE							http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi						Cengerli	Refahiye	Erzincan																																																																																
ESİROĞLU		5886	اسير اوغلی	Güng.rmüş							http://www.geonames.org/ontology#A.ADMD			Nahiye							Maçka	Trabzon																																																																																
ESKİ		5887	اسکی							Köylerinin tamamı Çekerek’te. O zaman Çekerek yok, şimdi Eski yok. 1928 salnamesinde Eski köyü var. Bu köy şimdi Zile’de kalmış olabilir. Zile’nin İğdir nahiyesine bağlı Eskiderbent. Eskikrampa köyleri var.	http://www.geonames.org/ontology#A.ADMD			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1926			Zile	Tokat	Sivas vilâyeti	166	Nahiye	1926	Turkish Republic	~1940				Sorgun	Yozgat	Nahiye	~1940	Turkish Republic						Lağvedilmiş																																																													
ESKİ CUMA		421	اسکی جمعه	Cuma-ı atik		Tirgovişte					http://www.geonames.org/ontology#A.ADMD			Kaza	1873	http://n2t.net/ark:/99152/p0pf2qbtdts	1878				Ruscuk	Tuna vilâyeti	172	Kasaba	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1908			Osmanpazarı	Ruscuk	Bulgaristan eyâleti	Vilâyet	1908	http://n2t.net/ark:/99152/p0pf2qbx98x						Bulgaristan																																																													
ESKİANTALYA		7912	اسکی آنطاليا	Selimiye										Köy				Tarihi şehir yeri.		Merkez	Manavgat	Antalya																																																																																
Eskibaba		5888	اسکی بابا	Baba-yı atik		BABAESKİ					http://www.geonames.org/ontology#A.ADMD			Kaza	1891	http://n2t.net/ark:/99152/p0pf2qbx98x	1924				Kırkkilise	Edirne		Kaza	1924	Turkish Republic						Kırklareli																																																																						
ESKİDİR		5889	اسکيدير								http://www.geonames.org/ontology#A.ADMD			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts				Niksar	Tokat	Sivas vilâyeti	166																																																																															
ESKİHİSAR		10509	اسکی حصار								http://www.geonames.org/ontology#P.PPLG			Kaza	1811	http://n2t.net/ark:/99152/p0pf2qbzg6v					Menteşe	Aydın eyâleti	104	Köy						Merkez	Yatağan	Muğla																																																																						
ESKİHİSAR		5890	اسکی حصار								http://www.geonames.org/ontology#A.ADMD			Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts					Filibe	Edirne vilâyeti	122																																																																															
Eskikâhta		10510	اسکی کاحته	KOCAHİSAR							http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi						Alut	Kâhta	Malatya		Köy						Damlacık	Kâhta	Adıyaman																																																																						
Eskikarahisar		10511	اسکی قره حصار	İscekarahisar		İSCEHİSAR					http://www.geonames.org/ontology#P.PPLG			Köy					Merkez	Merkez	Karahisar-ı Sahib	Hudavendigâr vilâyeti	133	Nahiye							Merkez	Afyonkarahisar																																																																						
ESKİKIRIM		7913	اسکی قريم	Salgat										Kasaba						Kefe	Tavride	Kırım																																																																																
ESKİL		5891	اسکی ايل							Eski il.	http://www.geonames.org/ontology#A.ADMD			Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b					Konya	Karaman eyâleti	139	Kasaba			~1990			Sultanhan	Aksaray	Niğde	Kaza	~1990	Turkish Republic						Aksaray																																																													
ESKİMALATYA		15078	اسکی ملاطيه								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye				1990’da bu bölgede Battalgazi ilçesi kuruldu.			Merkez	Malatya																																																																																
ESKİMUSUL		1167	اسکی موصل								http://www.geonames.org/ontology#A.ADMD			Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b						Musul eyâleti	152																																																																															
ESKİPAZAR		1557	اسکی بازار	Viranşehir		Mecidiye		Kıran			http://www.geonames.org/ontology#A.ADMD			Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1841				Bolu	Anadolu eyâleti	101	Sancak	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1845					Kastamonu eyâleti	Nahiye	1845	http://n2t.net/ark:/99152/p0pf2qb8jmh	1946			Çerkeş	Çankırı	Kastamonu eyâleti	Kaza	1946	Turkish Republic	1995				Çankırı	Kaza	1995	Turkish Republic		Bolu ile birlikte sancak olup merkez Boludur. Bu dönemde Bolu’ya “Viranşehir sancağı” da denmiştir.)			Karabük																																													
ESKİŞEHİR		422	اسکی شهر								http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q168866	Sancak merkezi	1393	http://n2t.net/ark:/99152/p0pf2qb6p6j	1831				Sultanönü	Anadolu eyâleti	101	Kaza	1831	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867				Kütahya	Hudavendigâr eyâleti	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Kütahya	Hudavendigâr vilâyeti	Vilâyet	1924	Turkish Republic					Eskişehir																																																					
ESKİZAĞRA		423	اسکی زغره	ZaĞra-i atik		Stara-Zagora					http://www.geonames.org/ontology#A.ADMD			Sancak	1851	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865					Edirne eyâleti	122	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1878				Filibe	Edirne vilâyeti	Sancak	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1908					Rumeli-i Şarkî vilâyeti	Vilâyet	1908	http://n2t.net/ark:/99152/p0pf2qbx98x					Bulgaristan																																																					
ESKUB		7914	اسقب											Kasaba							Bingazi	Libya																																																																																
Esküne		10512	اسکونه	UĞURCA							http://www.geonames.org/ontology#P.PPLG			Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts				Merkez	Karahisar-ı Şarkî	Sivas vilâyeti	166	Köy						Merkez	Şebinkarahisar	Giresun																																																																						
ESLEMEZ		10513	اسلمز								http://www.geonames.org/ontology#P.PPLG			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts				Gümüşhacıköy	Amasya	Sivas		Köy						Merkez	Gümüşhacıköy	Amasya																																																																						
EŞME		5892	اشمه	Takmak	طاقماق	Elvanlar					http://www.geonames.org/ontology#A.ADMD			Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Saruhan	Aydın vilâyeti	104	Kaza	1924	Turkish Republic	1953					Manisa	Kaza	1953	Turkish Republic						Uşak																																																													
EŞMUN		7915	اشمون	Eşmuneyn						Mısır’da bu adda iki kasaba olup “Eşmum” da denir.				Kasaba								Mısır eyâleti	149																																																																															
ESPİYE		10514	اسبيه	Esbiye							http://www.geonames.org/ontology#P.PPLG			Köy			1868	Esbiyalu köyü.	Yağlıdere	Kürtün	Trabzon	Rum eyâleti	155	Nahiye	1868	http://n2t.net/ark:/99152/p0pf2qbtdts	1924			Tirebolu	Trabzon	Trabzon vilâyeti	Nahiye	1924	Turkish Republic	1957				Tirebolu	Giresun	Kaza	1957	Turkish Republic					Giresun																																																					
EŞPOZİ		7916	اشپوزی											Kasaba							Karadağ	Yugoslavya																																																																																
ETİLİ		5893	اتيلی								http://www.geonames.org/ontology#A.ADMD			Nahiye							Çan	Çanakkale																																																																																
ETİMESGUT		15079	اتيمسغود								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye	1928	Turkish Republic	~1990				Merkez	Ankara		Kaza	~1990	Turkish Republic						Ankara																																																																						
ETRAF-I ŞEHİR		10515	اطراف شهر								http://www.geonames.org/ontology#P.PPLG			Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts				Merkez	Kütahya	Hudavendigâr vilâyeti	133																																																																															
ETRAF-I ŞEHİR		10516	اطراف شهر								http://www.geonames.org/ontology#P.PPLG			Nahiye	1866	http://n2t.net/ark:/99152/p0pf2qbtdts				Merkez	Maraş	Halep vilâyeti	129																																																																															
ETRAF-I ŞEHİR		5894	اطراف شهر								http://www.geonames.org/ontology#A.ADMD			Nahiye	1866	http://n2t.net/ark:/99152/p0pf2qbtdts				Pazarcık	Maraş	Halep vilâyeti	129																																																																															
ETRENİÇE		5895	اترنيچه								http://www.geonames.org/ontology#A.ADMD			Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq					Travnik	Bosna eyâleti	113																																																																															
ETROPOL		5896	اتروپول	Etropole							http://www.geonames.org/ontology#A.ADMD			Kaza	~1855	http://n2t.net/ark:/99152/p0pf2qb8jmh	1908				Sofya	Niş eyâleti	153	Kaza	1908	http://n2t.net/ark:/99152/p0pf2qbx98x					Sofya	Bulgaristan																																																																						
EVCİLER		15535	اوجيلر									Republic of Turkey		Kasaba			~1990				Dazkırı	Afyon		Kaza	~1990	Turkish Republic						Afyonkarahisar																																																																						
EVCİLER		5897	اوجيلر								http://www.geonames.org/ontology#A.ADMD			Nahiye							Bayramiç	Çanakkale																																																																																
EVCİLER maa SALMANLI		5898	اوجيلر مع سلمانلی								http://www.geonames.org/ontology#A.ADMD			Kaza	~1846	http://n2t.net/ark:/99152/p0pf2qb8jmh					Bozok	Bozok eyâleti	114																																																																															
EVEREK		10517	اوه رک								http://www.geonames.org/ontology#P.PPLG			Kaza merkezi	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1924			Develi	Niğde	Karaman eyâleti	139	Kaza merkezi	1924	Turkish Republic					Develi	Kayseri																																																																						
Everek		10518	اوه رک	ÖRENCE							http://www.geonames.org/ontology#P.PPLG			Nahiye							Bayburt	Gümüşhane		Köy							Maden	Bayburt																																																																						
EVKAF ÇİFTLİĞİ		10519	اوقاف چفتلک								http://www.geonames.org/ontology#P.PPLG			Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq					İçil	Karaman eyâleti	139	Köy						Merkez	Silifke	İçel																																																																						
EVREN		15536	اوره ن	ÇıkınaĞıl								Republic of Turkey		Kasaba			~1990			Merkez	Şereflikoçhisar	Ankara		Kaza	~1990	Turkish Republic						Ankara																																																																						
EVRENCİK		10520	اورنجک								http://www.geonames.org/ontology#P.PPLG			Nahiye							Vize	Kırklareli		Köy							Sergen	Kırklareli																																																																						
Evrenya		5899	اورنيه	ABANA							http://www.geonames.org/ontology#A.ADMD			Kaza	~1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865				Sinop	Kastamonu eyâleti	141	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1945			İstefan	Sinop	Kastamonu vilâyeti	Kaza	1945	Turkish Republic						Kastamonu vilâyeti																																																													
Evreşe	y	10521	اورشه	KADIKÖY							http://www.geonames.org/ontology#P.PPLG			Kaza	~1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865				Gelibolu	Edirne eyâleti	122	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1926			Merkez	Gelibolu	Edirne vilâyeti	Nahiye	1926	Turkish Republic					Gelibolu	Çanakkale																																																													
EYERCİ		5900	اکرجی								http://www.geonames.org/ontology#A.ADMD			Nahiye							Devrek	Zonguldak																																																																																
EYLE		7917	ايله											Kasaba				Kasaba ve antik şehir			Akabe	Ürdün																																																																																
EYMİR		10522	ايمير								http://www.geonames.org/ontology#P.PPLG			Nahiye	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1926			Keban	Mamûretülaziz	Mamûretülaziz vilâyeti	147	Köy	1926	Turkish Republic				Merkez	Arguvan	Malatya																																																																						
EYMİR		5901	ايمير								http://www.geonames.org/ontology#A.ADMD			Nahiye							Sorgun	Yozgat																																																																																
EYNESİL		5902	اينسل								http://www.geonames.org/ontology#A.ADMD			Nahiye			1960				Görele	Giresun		Kaza	1960	Turkish Republic						Giresun																																																																						
EYÜB-İLİ		5903	ايوب ايلی								http://www.geonames.org/ontology#A.ADMD			Nahiye	~1515	http://n2t.net/ark:/99152/p0pf2qbznht	~1530			Aksaray	Aksaray	Karaman eyâleti	139	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b					Niğde	Karaman eyâleti																																																																						
EYÜP		7918	ايوب											Mahalle, semt			1936					İstanbul		Kaza	1936	Turkish Republic						İstanbul																																																																						
Ezbider		5904	ازبيدر	AKINCILAR							http://www.geonames.org/ontology#A.ADMD			Nahiye			1924			Suşehri	Karahisar-ı Şarkî	Sivas		Nahiye	1924	Turkish Republic					Suşehri	Sivas																																																																						
Ezine		5905	ازينه	SARAYKÖY							http://www.geonames.org/ontology#A.ADMD			Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1811				Kütahya	Anadolu eyâleti	101	Kaza	1811	http://n2t.net/ark:/99152/p0pf2qbzg6v	1924				Denizli	Aydın eyâleti	Kaza	1924	Turkish Republic						Denizli																																																													
EZİNE		5906	ازينه	KazdaĞıpazarı							http://www.geonames.org/ontology#A.ADMD			Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1886				Biga	Anadolu eyâleti	101	Kaza	1886	http://n2t.net/ark:/99152/p0pf2qbx98x	1924					Biga sancağı	Kaza	1924	Turkish Republic						Çanakkale																																																													
EZİNEPAZARI		10523	ازينه بازاری	Zıgala=Aydınca							http://www.geonames.org/ontology#P.PPLG			Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1865			Merkez	Amasya	Rum eyâleti	155	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924			Merkez	Amasya	Sivas vilâyeti	Nahiye	1924	Turkish Republic					Merkez	Amasya																																																													
EZRA‘		5907	ازرع								http://www.geonames.org/ontology#A.ADMD			Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts					Havran	Suriye vilâyeti	168																																																																															
Fahran		10524	فاخران	İÇPINAR							http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi	1878	http://n2t.net/ark:/99152/p0pf2qbx98x			Perhangök	Çapakçur	Genç	Bitlis		Nahiye merkezi			1936			Perhangök	Çapakçur	Elâzığ	Nahiye merkezi	1936	Turkish Republic				Ilıcalar	Merkez	Bingöl																																																													
FAKİYE		5908	فاکيه								http://www.geonames.org/ontology#A.ADMD			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts				Ba‘lbek	Şam	Suriye vilâyeti	168																																																																															
Fakılı		15370	فقيهيلی	YENİFAKILI							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		Nahiye			~1990				Boğazlıyan	Yozgat		Kaza	~1990	Turkish Republic						Yozgat																																																																						
FALÇI maa HUŞ		5909	فالچی مع هوش								http://www.geonames.org/ontology#A.ADMD			Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1859				Boğdan	Boğdan eyâleti	111	Kaza	1859	http://n2t.net/ark:/99152/p0pf2qb8jmh						Romanya																																																																						
FALRE		20223	فالره	Phalere								Not		Liman				Atina-Pire arasında				Yunanistan																																																																																
FALUCA		5910	فالوجه								http://www.geonames.org/ontology#A.ADMD			Nahiye	1874	http://n2t.net/ark:/99152/p0pf2qbtdts					Gazze	Kudüs sancağı																																																																																
FALUGA		5911	فالوغه								http://www.geonames.org/ontology#A.ADMD			Nahiye	1856	http://n2t.net/ark:/99152/p0pf2qb8jmh					Cebel-i Nasara	Sayda eyâleti	160																																																																															
