Placename@tr	ottgaz_id	Placename@ott	Placename_2@tr	Placename_2@ott	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14
DÜLÜK		دولوک						Hicri 800’lerde Gaziantep şimdiki yerinde kuruluncaya kadar “Dülük” bu yörenin antik ve en önemli merkezi idi.		Republic of Turkey		Köy				Merkez	Merkez	Gaziantep																																																														
DUMA		دوما							City			Kaza merkezi	1865			Cebel-i Kalamon	Şam	Suriye vilâyeti	168																																																													
DUMBELİ	1147	دومبه لی	Donbali		Sökmenâbâd				Region			Sancak	1585-01-01T00:00:00Z					Van eyâleti	175	Nahiye					Hoy	İran																																																						
DÜMETÜLCENDEL		دومة الجندل										Kasaba					Medine	Hicaz																																																														
DUMKULA		دمقوله	Domgola									Kasaba						Mısır																																																														
DUMLU		طوملی	Hins						City	Republic of Turkey		Nahiye					Merkez	Erzurum																																																														
DÜMLÜÇ		دومليچ	Çiçekli						City			Nahiye	~1530			Suşehri	Karahisar-ı Şarkî	Rum eyâleti	155	Köy				Akıncılar	Suşehri	Sivas																																																						
DUMLUCA		طومليجه							City			Nahiye	~1530			Divriği	Divriği-Darende	Rum eyâleti	155	Köy				Merkez	Divriği	Sivas																																																						
DUMLUPINAR		طوملی پيکار							City			Köy			Merkez	Merkez	Kütahya	Anadolu eyâleti	101	Nahiye		Cumhuriyetten sonra			Altıntaş	Kütahya	Kaza	~1990					Kütahya																																															
DÛN		دون							Region			Nahiye	1871			Konfeda	Asir	Yemen vilâyeti	181																																																													
DUNA-VESSE		دوناوسه								Not		Kasaba				Sület	Peşte	Macaristan																																																														
DÜNDARLU VE BULGARLI		دندارلو وَ بلغارلو							Region			Nahiye		Sarıçam ile Seyhan nehri arasında idi.		Adana	Adana	Arap vilâyeti	103																																																													
DÜNDARLU-YI KEBİR		دندارلوی کبير							Region			Kaza	~1530				Adana	Anadolu eyâleti	101																																																													
DÜNEYSİR		دنيسر										Kasaba						Irak																																																														
DUPNİÇE		دوپنيچه	Stanke-Dimitrov						Region			Kaza	1878				Köstendil	Bulgaristan Prensliği		Kaza	1908				Sofya	Bulgaristan																																																						
DUPNİÇE maa CUMA		دوپنيچه مع جمعه							Region			Kaza	1846				Samako	Niş eyâleti	153																																																													
DURAÇLU		دراچلو							City			Nahiye	~1530			Merkez	Mardin	Diyarbakır eyâleti	121																																																													
DURAĞAN		طوراغان							Region			Kaza	~1530				Kastamonu	Anadolu eyâleti	101	Nahiye	1865			Boyabat	Sinop	Kastamonu vilâyeti	Kaza	1954					Sinop																																															
DURAĞANHİSAR		طوراغان حصار							City			Nahiye	1865			Merkez	Dedeağaç	Edirne		Nahiye	1919			Merkez	Dedeağaç	Yunanistan																																																						
DURAK		دوراق							Region	Republic of Turkey		Nahiye	1953				Kepsut	Balıkesir																																																														
DURAMAN	1148	دورامان							Region			Sancak	1855-01-01T00:00:00Z					Şehrizor eyâleti	161																																																													
DURDUL		دوردول							Region			Nahiye	~1530			Divriği	Divriği-Darende	Rum eyâleti	155																																																													
DURSUNBEY		طورسون بک	Balat						City			Nahiye				Merkez	Karesi	Hudavendigâr vilâyeti	133	Kaza	1919					Müstakil Karesi sancağı	Kaza	1924					Balıkesir																																															
DURUCİN		دوريجين							Region			Nahiye	1865			Koçkiri	Sivas	Sivas vilâyeti	166																																																													
DÜŞENBE		دوشنبه							Region			Nahiye	19. yy.			Alâiye	Teke	Konya vilâyeti	144	Nahiye	1914	1915’te kaldırılarak bunun yerine “Taşağıl” nahiyesi kuruldu.			Manavgat	Teke sancağı																																																						
DÜŞENBE maa SENİR		دوشنبه مع سگر							Region			Kaza	16. yy.				Alâiye	Karaman eyâleti	139																																																													
DUŞKAT		دشقاط							Region			Nahiye	1889			Alasonya	Serfiçe	Manastır		Nahiye	1913				Alasonya	Yunanistan																																																						
DÜSUK		دسوق										Kasaba						Mısır																																																														
DUTLUCA		طودليجه	Aşutka						Region			Nahiye					Kemaliye	Erzincan																																																														
DÜVERTEPE		دوور تپه							Region			Nahiye	1913				Sındırgı	Balıkesir																																																														
DUVEYRA		دويره										Kasaba						Cezayir																																																														
DÜZCE	409	دوزجه	Konurâbâd						Region			Kaza	~1530				Bolu	Anadolu eyâleti	101	Kaza	1865				Bolu	Kastamonu vilâyeti	Kaza	1924					Bolu	Vilâyet	1999				Düzce																																									
DÜZCE maa SELVE		دوزجه مع سلوه							Region			Kaza	1466				Ohri	Rumeli eyâleti	156	Kaza	1913				Ohri	Makedonya																																																						
DÜZİÇİ		دوز ايچی	Haruniye						Region			Nahiye					Bahçe	Adana		Kaza	1996					Osmaniye																																																						
DÜZKÖY		دوز کوی	Haçka						Region	Republic of Turkey		Nahiye					Akçaâbâd	Trabzon		Kaza	~1990					Trabzon																																																						
EBDİR		ابدير							Region			Nahiye	1867			Divaniye	Hille	Bağdad vilâyeti	106																																																													
Ebher		ابهر	Eber		DOĞANKÖY							Köy ve göl				Merkez	Çay	Afyon																																																														
EBLAH		ابلخ							Region	Not		Nahiye				Yenbu‘ülbahr	Medine	S. Arabistan																																																														
EBSEMOL		ابسمول							Region			Kaza					Nevbe	Mısır																																																														
Ebû Tahir		ابو طاهر	DOĞANBAĞI						City			Nahiye	16. yy.			Merkez	Çermik	Diyarbakır eyâleti	121	Nahiye	1834			Merkez	Harput	Harput eyâleti	Kaza	~1840			Maadin	Harput	Harput eyâleti	Köy			Gözeli	Sivrice	Elâzığ																																									
EBÛARİŞ	1556	ابو عريش							Region			Kaza	1538-12-22T00:00:00Z				Asir	Yemen eyâleti	181	Sancak	1842					Yemen eyâleti	Kaza	1852				Asir	Yemen eyâleti	Sancak	1868				Yemen vilâyeti	Kaza	1899			Hudeyde	Yemen vilâyeti																																			
EBÛCEVARİR		ابو جوارير							Region			Nahiye	1865			Semave	Divaniye	Bağdad																																																														
EBUFÜLFÜL		ابو فلفل							Region			Nahiye	1865			Bab	Halep	Halep vilâyeti	129																																																													
EBÛGARİB		ابو غريب							Region			Kaza	17. yy.				Bağdad	Bağdad maa Şehrizor eyâleti	107																																																													
EBÛKELENK		ابو کلنک							Region			Kaza	1865			Divaniye	Şehrizor	Bağdad vilâyeti	106																																																													
EBULHASİB		ابو الحصيب							City			Nahiye	1884			Merkez	Basra	Basra vilâyeti	108																																																													
EBULHAYR		ابو الخير							Region			Nahiye	~1530			Bayramlı	Canik	Rum eyâleti	155																																																													
Ebülhayr		ابو الخير	GÜLYALI							Republic of Turkey		Kasaba				Merkez	Merkez	Ordu		Kaza	~1990					Ordu																																																						
EBULHAYR maa NEVAHİ-İ PERŞEMBE ve YAKUBBEY		ابو الخير مع نواحيء پنچشنبه ويعقوب بک							Region			Kaza	17. yy.				Ordu	Trabzon eyâleti	171																																																													
EBUT		ابوط							City			Nahiye	1881			Merkez	İşkodra	İşkodra vilâyeti	135																																																													
ECEÂBÂD		آجه آباد	Maydos						Region			Kaza	1892				Gelibolu	Edirne vilâyeti	122	Kaza	1926					Çanakkale																																																						
EDE		اده							Region			Nahiye	1865	1926`da lağvedildi. Köyleri Uzunk.prü`de.		Sofulu	Dedeağaç	Edirne vilâyeti	122																																																													
EDİNCİK		آيدينجق	Aydıncık						Region			Kaza	~1530				Hudavendigâr	Anadolu eyâleti	101	Nahiye	1875			Bandırma	Karesi	Hudavendigâr vilâyeti	Nahiye	1924				Bandırma	Balıkesir																																															
EDİRNE	122	ادرنه							Region			Kaza	1361-12-24T00:00:00Z				Çirmen	Rumeli eyâleti	156	Sancak	1453					Rumeli eyâleti	Eyâlet	1846					Edirne eyâleti	Vilâyet	1865				Edirne vilâyeti																																									
EDİRNE	606	ادرنه							City		https://www.wikidata.org/wiki/Q43387	Başşehir	1364-12-24T00:00:00Z					-		Eyâlet merkezi						Rumeli eyâleti																																																						
EDREMİT		ادرميد							Region			Kaza	~1530				Karesi	Anadolu eyâleti	101	Kaza	1867				Karesi	Hudavendigâr vilâyeti	Kaza	1924					Balıkesir																																															
EDREMİT		ادرميد	Gümüşdere		Sarmansuyu				City	Republic of Turkey		Nahiye					Merkez	Van		Kaza	~1990					Van																																																						
EDREPOL		ادره پول	Etrepole									Kasaba					Sofya	Bulgaristan																																																														
EFAMİYE		افاميه							City			Nahiye	1517				Halep	Arap vilâyeti	103	Antik şehir				Cisr-i Şugûr	Halep	Suriye vilâyeti																																																						
EFES		افس	Efsus						City			Antik şehir		Yerine kurulan “Ayasluğ” şehri sonra Selçuk adını aldı. Buraya bir müddet “Akıncılar” denildiyse de 1957’de yine “Selçuk” adıyla kaza oldu.			Selçuk	İzmir																																																														
EFLAK	123	افلاک	Bükreş					1394’te Osmanlı ülkesine katıldı. 16. yy.da muhtariyet hakkını Osmanlı’ya devretti. 1866’da kurulan Romanya Krallığına 1878 Berlin antlaşmasıyla bağımsızlık verilmesiyle Osmanlı’nın buradan ilgisi kesildi.	Region			Eyâlet	1561-12-22T00:00:00Z					Eflâk eyâleti	123	Eyâlet	1878					Romanya																																																						
EFLANİ		افلانی	Eflâni-i Bolu		Çelebiler				Region			Kaza	1811				Viranşehir	Kastamonu eyâleti	141	Nahiye	1865			Safranbolu	Bolu	Kastamonu vilâyeti	Nahiye	1924				Safranbolu	Zonguldak	Kaza	1953				Zonguldak	Kaza	1995				Karabük																																			
EFLANİ-İ DADAY		افلانیء طاطای							Region			Kaza		İkisi aynı bir Eflâni olabilir.			Kastamonu	Kastamonu eyâleti	141																																																													
EFLATAR		افلاطار							Region			Kaza					Ruscuk	Silistre eyâleti	164																																																													
Efsus		افسوس	Yarpuz		AFŞİN			1945’te “Afşin” denmiştir.	Region			Nahiye	16. yy.			Elbistan	Maraş	Zülkadriye eyâleti	183	Nahiye	1865			Elbistan	Maraş	Halep vilâyeti	Nahiye	1924				Elbistan	Maraş	Kaza	1944				Kahramanmaraş																																									
EFTENİ maa GÜMÜŞ		افتنی مع کموش							Region			Kaza	~1841				Bolu	Kastamonu eyâleti	141	Köy		Gölyaka bucağında “Efteni” önekli halen dört köy var. Bu civarda “Madenler” adında meskûn mahal de vardır. Gümüş denilen yer olabilir.		Gölyaka	Düzce	Bolu																																																						
EĞERCİ		اکرجی							City			Nahiye	1865			Tonus	Sivas	Sivas vilâyeti	166	Kasaba				Merkez	Gemerek	Sivas																																																						
EĞERSEK	1149	اکرسک	Egerszek						Region			Sancak	17. yy.					Kanije eyâleti	136																																																													
EĞİL	1150	اکيل							City			Sancak	1597-01-01T00:00:00Z					Diyarbakır eyâleti	121	Kaza	1834				Maadin	Harput eyâleti	Nahiye	1867			Merkez	Erganimadeni	Diyarbakır vilâyeti	Nahiye	1924			Merkez	Diyarbakır	Kaza	~1990				Diyarbakır																																			
Eğin		اکين	KEMALİYE						City			Nahiye	~1530			Merkez	Arapkir	Diyarbakır eyâleti	121	Kaza	1846				Malatya maa Harput	Harput eyâleti	Kaza	1870				Malatya	Diyarbakır vilâyeti	Kaza	1884			Mamûretülaziz	Mamûretülaziz vilâyeti	Kaza	1926				Malatya	Kaza	1938			Erzincan																														
EĞİRDİR	1151	اکردير	Felekâbâd					Daha önce Hamitoğulları beyliğinin merkezi idi.	Region			Sancak	1380-12-24T00:00:00Z					Anadolu eyâleti	101	Kaza	1402				Hamid	Anadolu eyâleti	Kaza	~1530				Hamid	Karaman eyâleti	Kaza	1865			Hamid	Konya vilâyeti	Kaza	1924				Isparta																																			
EĞRİ	412	اکری	Eger, Erlau						Region			Eyâlet	1596-1687					Eğri eyâleti																																																														
